240.94,-1521.8,595.74,1330
1637,297.69,1888.1,51.339
101.07,495.59,110.13,557.17
549.15,608.6,477.66,509.33
777.95,25.338,927.1,-98.613
259.22,1609.4,48.567,-1262
-1453.9,-189.23,-1696.1,696.82
658.09,476.1,601.48,650.7
1.1887,-0.025893,1.2,-0.08593
0.33219,0.4338,0.097426,0.23668
0.11177,0.85113,0.22118,1.1081
